0,0
0.004378421,1.06
0.008756842,0.875
0.013135263,0.621
0.017513684,0.344
0.021892105,0.0924
0.026270526,-0.11
0.030648947,-0.249
0.035027368,-0.323
0.039405789,-0.34
0.04378421,-0.314
0.048162631,-0.263
0.052541052,-0.204
0.056919473,-0.15
0.061297894,-0.107
0.065676315,-0.0769
0.070054736,-0.0571
0.074433157,-0.0437
0.078811578,-0.0343
0.083189999,-0.0268
0.08756842,-0.0196
0.091946841,-0.0117
0.096325262,-0.00258
0.100703683,0.00796
0.105082104,0.0195
0.109460525,0.0322
0.113838946,0.0462
0.118217367,0.0615
0.122595788,0.0781
0.126974209,0.096
0.13135263,0.115
0.135731051,0.135
0.140109472,0.157
0.144487893,0.179
0.148866314,0.201
0.153244735,0.224
0.157623156,0.248
0.162001577,0.271
0.166379998,0.293
0.170758419,0.315
0.17513684,0.336
0.179515261,0.355
0.183893682,0.372
0.188272103,0.387
0.192650524,0.4
0.197028945,0.41
0.201407366,0.418
0.205785787,0.422
0.210164208,0.424
0.214542629,0.422
0.21892105,0.416
0.223299471,0.408
0.227677892,0.396
0.232056313,0.383
0.236434734,0.367
0.240813155,0.349
0.245191576,0.33
0.249569997,0.309
0.253948418,0.287
0.258326839,0.265
0.26270526,0.242
0.267083681,0.218
0.271462102,0.195
0.275840523,0.172
0.280218944,0.149
0.284597365,0.128
0.288975786,0.107
0.293354207,0.0866
0.297732628,0.068
0.302111049,0.0509
0.30648947,0.0354
0.310867891,0.0215
0.315246312,0.00913
0.319624733,-0.00188
0.324003154,-0.0116
0.328381575,-0.02
0.332759996,-0.0273
0.337138417,-0.0335
0.341516838,-0.0387
0.345895259,-0.043
0.35027368,-0.0464
0.354652101,-0.0491
0.359030522,-0.051
0.363408943,-0.0523
0.367787364,-0.0531
0.372165785,-0.0533
0.376544206,-0.0532
0.380922627,-0.0526
0.385301048,-0.0518
0.389679469,-0.0508
0.39405789,-0.0496
0.398436311,-0.0482
0.402814732,-0.0467
0.407193153,-0.045
0.411571574,-0.0431
0.415949995,-0.0409
0.420328416,-0.0382
0.424706837,-0.0351
0.429085258,-0.0314
0.433463679,-0.0269
0.4378421,-0.0214
0.442220521,-0.0149
0.446598942,-0.00709
0.450977363,0.00224
0.455355784,0.0133
0.459734205,0.0264
0.464112626,0.0417
0.468491047,0.059
0.472869468,0.0781
0.477247889,0.0989
0.48162631,0.121
0.486004731,0.144
0.490383152,0.167
0.494761573,0.189
0.499139994,0.21
0.503518415,0.23
0.507896836,0.246
0.512275257,0.259
0.516653678,0.267
0.521032099,0.27
0.52541052,0.269
0.529788941,0.263
0.534167362,0.252
0.538545783,0.238
0.542924204,0.22
0.547302625,0.199
0.551681046,0.177
0.556059467,0.153
0.560437888,0.129
0.564816309,0.106
0.56919473,0.084
0.573573151,0.0639
0.577951572,0.0462
0.582329993,0.0309
0.586708414,0.0178
0.591086835,0.00623
0.595465256,-0.00496
0.599843677,-0.0172
0.604222098,-0.0322
0.608600519,-0.0522
0.61297894,-0.0795
0.617357361,-0.114
0.621735782,-0.151
0.626114203,-0.184
0.630492624,-0.2
0.634871045,-0.187
0.639249466,-0.132
0.643627887,-0.0192
0.648006308,0.155
0.652384729,0.382
0.65676315,0.637
0.661141571,0.884
0.665519992,1.07
0.669898413,1.16
0.674276834,1.12
0.678655255,0.955
0.683033676,0.711
0.687412097,0.435
0.691790518,0.173
0.696168939,-0.0435
0.70054736,-0.198
0.704925781,-0.287
0.709304202,-0.314
0.713682623,-0.298
0.718061044,-0.256
0.722439465,-0.203
0.726817886,-0.148
0.731196307,-0.1
0.735574728,-0.0649
0.739953149,-0.042
0.74433157,-0.027
0.748709991,-0.0168
0.753088412,-0.00896
0.757466833,-0.00168
0.761845254,0.00623
0.766223675,0.0153
0.770602096,0.0254
0.774980517,0.0364
0.779358938,0.0486
0.783737359,0.0621
0.78811578,0.0769
0.792494201,0.093
0.796872622,0.11
0.801251043,0.129
0.805629464,0.149
0.810007885,0.17
0.814386306,0.191
0.818764727,0.214
0.823143148,0.237
0.827521569,0.26
0.83189999,0.284
0.836278411,0.307
0.840656832,0.329
0.845035253,0.35
0.849413674,0.37
0.853792095,0.388
0.858170516,0.405
0.862548937,0.419
0.866927358,0.431
0.871305779,0.441
0.8756842,0.447
0.880062621,0.451
0.884441042,0.451
0.888819463,0.448
0.893197884,0.442
0.897576305,0.434
0.901954726,0.423
0.906333147,0.409
0.910711568,0.394
0.915089989,0.377
0.91946841,0.358
0.923846831,0.338
0.928225252,0.317
0.932603673,0.295
0.936982094,0.272
0.941360515,0.249
0.945738936,0.226
0.950117357,0.203
0.954495778,0.182
0.958874199,0.16
0.96325262,0.141
0.967631041,0.122
0.972009462,0.105
0.976387883,0.0892
0.980766304,0.0747
0.985144725,0.0616
0.989523146,0.0497
0.993901567,0.0392
0.998279988,0.0298
1.002658409,0.0217
1.00703683,0.0146
1.011415251,0.00859
1.015793672,0.00353
1.020172093,-0.000688
1.024550514,-0.00416
1.028928935,-0.007
1.033307356,-0.00933
1.037685777,-0.0112
1.042064198,-0.0127
1.046442619,-0.0137
1.05082104,-0.0145
1.055199461,-0.0151
1.059577882,-0.0154
1.063956303,-0.0156
1.068334724,-0.0157
1.072713145,-0.0155
1.077091566,-0.0152
1.081469987,-0.0146
1.085848408,-0.0138
1.090226829,-0.0126
1.09460525,-0.011
1.098983671,-0.00882
1.103362092,-0.00604
1.107740513,-0.0026
1.112118934,0.00181
1.116497355,0.00755
1.120875776,0.0149
1.125254197,0.0241
1.129632618,0.0352
1.134011039,0.0484
1.13838946,0.0637
1.142767881,0.0811
1.147146302,0.1
1.151524723,0.121
1.155903144,0.144
1.160281565,0.168
1.164659986,0.192
1.169038407,0.216
1.173416828,0.238
1.177795249,0.257
1.18217367,0.274
1.186552091,0.287
1.190930512,0.296
1.195308933,0.3
1.199687354,0.3
1.204065775,0.295
1.208444196,0.286
1.212822617,0.272
1.217201038,0.255
1.221579459,0.235
1.22595788,0.213
1.230336301,0.191
1.234714722,0.169
1.239093143,0.147
1.243471564,0.126
1.247849985,0.107
1.252228406,0.0895
1.256606827,0.0739
1.260985248,0.0603
1.265363669,0.0488
1.26974209,0.0384
1.274120511,0.0269
1.278498932,0.0123
1.282877353,-0.00698
1.287255774,-0.0322
1.291634195,-0.0643
1.296012616,-0.103
1.300391037,-0.139
1.304769458,-0.159
1.309147879,-0.15
1.3135263,-0.102
1.317904721,-0.00434
1.322283142,0.151
1.326661563,0.369
1.331039984,0.621
1.335418405,0.867
1.339796826,1.07
1.344175247,1.19
1.348553668,1.19
1.352932089,1.06
1.35731051,0.833
1.361688931,0.567
1.366067352,0.301
1.370445773,0.0676
1.374824194,-0.11
1.379202615,-0.221
1.383581036,-0.271
1.387959457,-0.272
1.392337878,-0.238
1.396716299,-0.182
1.40109472,-0.122
1.405473141,-0.0713
1.409851562,-0.0325
1.414229983,-0.00473
1.418608404,0.0137
1.422986825,0.0254
1.427365246,0.034
1.431743667,0.042
1.436122088,0.0499
1.440500509,0.0584
1.44487893,0.0677
1.449257351,0.0782
1.453635772,0.0899
1.458014193,0.103
1.462392614,0.117
1.466771035,0.132
1.471149456,0.149
1.475527877,0.167
1.479906298,0.186
1.484284719,0.206
1.48866314,0.227
1.493041561,0.249
1.497419982,0.271
1.501798403,0.294
1.506176824,0.317
1.510555245,0.34
1.514933666,0.362
1.519312087,0.384
1.523690508,0.404
1.528068929,0.423
1.53244735,0.441
1.536825771,0.456
1.541204192,0.468
1.545582613,0.478
1.549961034,0.486
1.554339455,0.49
1.558717876,0.492
1.563096297,0.491
1.567474718,0.487
1.571853139,0.48
1.57623156,0.47
1.580609981,0.457
1.584988402,0.441
1.589366823,0.424
1.593745244,0.405
1.598123665,0.384
1.602502086,0.363
1.606880507,0.34
1.611258928,0.317
1.615637349,0.294
1.62001577,0.271
1.624394191,0.248
1.628772612,0.225
1.633151033,0.204
1.637529454,0.183
1.641907875,0.163
1.646286296,0.144
1.650664717,0.127
1.655043138,0.111
1.659421559,0.0972
1.66379998,0.0844
1.668178401,0.0728
1.672556822,0.0625
1.676935243,0.0534
1.681313664,0.0455
1.685692085,0.0386
1.690070506,0.0327
1.694448927,0.0278
1.698827348,0.0238
1.703205769,0.0205
1.70758419,0.0179
1.711962611,0.0159
1.716341032,0.0144
1.720719453,0.0134
1.725097874,0.0127
1.729476295,0.0122
1.733854716,0.0121
1.738233137,0.0122
1.742611558,0.0125
1.746989979,0.013
1.7513684,0.0135
1.755746821,0.0143
1.760125242,0.0152
1.764503663,0.0164
1.768882084,0.0179
1.773260505,0.0198
1.777638926,0.0223
1.782017347,0.0254
1.786395768,0.0294
1.790774189,0.0344
1.79515261,0.0406
1.799531031,0.0482
1.803909452,0.0574
1.808287873,0.0684
1.812666294,0.0815
1.817044715,0.0968
1.821423136,0.114
1.825801557,0.133
1.830179978,0.155
1.834558399,0.177
1.83893682,0.2
1.843315241,0.223
1.847693662,0.246
1.852072083,0.268
1.856450504,0.287
1.860828925,0.304
1.865207346,0.316
1.869585767,0.324
1.873964188,0.328
1.878342609,0.327
1.88272103,0.321
1.887099451,0.31
1.891477872,0.296
1.895856293,0.278
1.900234714,0.257
1.904613135,0.235
1.908991556,0.211
1.913369977,0.188
1.917748398,0.165
1.922126819,0.144
1.92650524,0.124
1.930883661,0.105
1.935262082,0.0891
1.939640503,0.0747
1.944018924,0.0619
1.948397345,0.0508
1.952775766,0.0395
1.957154187,0.0249
1.961532608,0.00465
1.965911029,-0.0221
1.97028945,-0.0549
1.974667871,-0.0921
1.979046292,-0.13
1.983424713,-0.154
1.987803134,-0.149
1.992181555,-0.105
1.996559976,-0.0111
2.000938397,0.137
2.005316818,0.344
2.009695239,0.602
2.01407366,0.858
2.018452081,1.06
2.022830502,1.19
2.027208923,1.2
2.031587344,1.09
2.035965765,0.877
2.040344186,0.608
2.044722607,0.336
2.049101028,0.0968
2.053479449,-0.0862
2.05785787,-0.204
2.062236291,-0.257
2.066614712,-0.255
2.070993133,-0.219
2.075371554,-0.166
2.079749975,-0.11
2.084128396,-0.0597
2.088506817,-0.021
2.092885238,0.00515
2.097263659,0.0216
2.10164208,0.0334
2.106020501,0.0424
2.110398922,0.0499
2.114777343,0.0571
2.119155764,0.0649
2.123534185,0.0737
2.127912606,0.0839
2.132291027,0.0955
2.136669448,0.108
2.141047869,0.122
2.14542629,0.137
2.149804711,0.153
2.154183132,0.171
2.158561553,0.19
2.162939974,0.209
